Source,Target,Weight
5,126,11.46
7,327,7.4
8,133,7.81
10,16,93.6
138,143,100.0
140,389,0.94
141,155,3.32
141,248,50.0
141,319,50.0
142,146,100.0
142,200,31.94
142,277,95.75
144,276,50.0
152,151,75.73
154,228,5.5
154,234,32.23
154,291,32.23
169,315,51.0
170,142,85.3
170,146,44.64
170,200,14.26
170,277,42.74
170,286,96.49
170,392,94.01
177,223,50.0
177,233,50.0
210,138,1.9
210,145,5.0
210,154,13.03
210,164,5.05
210,189,21.8
210,203,8.68
210,209,0.62
210,281,7.6
218,284,50.0
255,268,50.0
263,229,55.73
263,369,76.4
277,311,7.05
306,308,50.0
306,388,50.0
321,344,29.21
321,357,29.12
379,216,26.31
379,395,50.0
401,357,29.18
404,255,50.0
406,190,50.0
457,129,50.01
488,185,20.03
502,175,50.0
576,342,50.0
708,254,50.0
711,783,3.03
715,732,36.36
717,755,0.34
717,769,0.48
717,781,1.57
717,830,57.18
718,745,7.72
719,732,59.97
729,811,2.08
729,826,1.66
731,784,50.0
745,758,0.38
745,782,2.0
745,820,0.46
753,758,50.0
753,790,74.26
757,816,76.36
760,812,10.06
768,718,3.84
768,729,2.5
768,830,5.67
795,1068,71.08
797,718,2.0
797,729,2.82
797,830,2.71
811,823,1.97
822,731,27.32
824,130,42.96
830,792,99.16
831,718,19.22
848,718,2.0
848,729,1.25
848,830,1.89
851,761,42.74
873,723,16.86
873,755,0.34
873,769,0.48
873,781,1.57
875,738,4.46
875,783,61.63
894,718,2.0
894,729,2.03
894,830,2.63
929,727,11.26
969,828,10.0
980,779,1.98
980,825,5.4
1012,1022,50.0
1013,1028,50.0
1013,1033,50.0
1013,1049,50.0
1023,1075,50.0
1026,1079,50.0
1030,1069,50.0
1031,1041,100.0
1036,1061,50.0
1046,1074,50.0
1080,1099,50.0
1080,1106,50.0
1121,1088,4.0
1214,1,99.04
1214,750,45.0
1215,2,4.48
1215,154,1.61
1215,167,0.83
1215,171,0.39
1215,269,2.09
1215,797,10.31
1215,1013,0.16
1215,1032,4.16
1216,2,2.01
1216,5,0.12
1216,9,0.33
1216,15,0.98
1216,138,0.64
1216,140,0.29
1216,141,0.6
1216,144,0.12
1216,147,1.21
1216,149,0.81
1216,162,1.96
1216,167,0.21
1216,175,0.49
1216,176,0.21
1216,182,0.28
1216,188,0.77
1216,192,0.19
1216,193,0.93
1216,195,0.39
1216,203,0.99
1216,204,1.43
1216,287,0.17
1216,370,2.05
1216,386,0.13
1216,711,0.11
1216,713,0.27
1216,714,0.21
1216,720,0.51
1216,722,1.05
1216,731,1.04
1216,732,0.52
1216,743,1.01
1216,1013,0.13
1216,1016,0.37
1216,1017,1.77
1216,1018,0.6
1216,1024,0.22
1216,1029,0.59
1216,1039,1.07
1216,1066,0.5
1216,1078,1.6
1216,1097,0.76
1217,2,1.36
1217,4,0.42
1217,6,3.66
1217,8,2.04
1217,19,0.2
1217,20,0.29
1217,144,2.32
1217,149,0.25
1217,151,0.16
1217,158,0.21
1217,167,0.22
1217,720,0.23
1217,728,0.18
1217,742,0.46
1217,797,0.76
1217,1022,2.28
1217,1036,0.18
1217,1038,0.65
1217,1074,0.39
1217,1091,0.6
1217,1094,0.71
1218,2,1.22
1218,164,1.36
1218,167,0.52
1218,175,0.97
1218,177,0.19
1218,183,6.01
1218,299,6.22
1218,309,2.78
1218,336,9.56
1218,715,0.78
1218,725,0.17
1218,1030,0.61
1218,1066,0.21
1218,1072,1.25
1218,1102,2.76
1218,1110,0.31
1219,2,0.98
1219,4,0.72
1219,5,0.51
1219,19,0.54
1219,55,4.23
1219,102,0.35
1219,124,0.11
1219,139,2.12
1219,140,0.23
1219,141,0.57
1219,155,1.79
1219,178,0.77
1219,184,1.44
1219,188,0.2
1219,193,2.79
1219,194,0.1
1219,195,2.01
1219,202,0.21
1219,203,2.54
1219,219,5.9
1219,226,4.29
1219,227,2.26
1219,239,1.42
1219,256,10.46
1219,259,0.24
1219,266,2.09
1219,269,1.13
1219,281,0.11
1219,327,9.91
1219,330,1.14
1219,340,12.39
1219,358,0.51
1219,367,5.65
1219,370,1.27
1219,371,0.33
1219,713,0.16
1219,726,0.11
1219,1039,1.24
1219,1042,99.8
1219,1043,0.25
1219,1045,1.11
1219,1055,0.87
1219,1083,19.9
1220,2,0.75
1220,6,49.71
1220,15,1.39
1220,19,1.23
1220,20,0.57
1220,138,1.42
1220,140,0.4
1220,141,1.78
1220,142,0.24
1220,144,0.66
1220,155,1.26
1220,157,0.17
1220,158,0.36
1220,162,0.65
1220,167,0.26
1220,177,0.61
1220,180,0.59
1220,182,0.43
1220,193,3.09
1220,252,2.6
1220,259,1.04
1220,260,0.16
1220,264,3.8
1220,266,1.16
1220,267,0.26
1220,283,0.39
1220,311,0.97
1220,325,0.15
1220,327,12.65
1220,371,0.12
1220,715,0.3
1220,716,0.14
1220,720,0.54
1220,723,1.36
1220,725,1.33
1220,732,0.24
1220,742,0.2
1220,749,0.32
1220,756,1.07
1220,796,0.45
1220,1012,3.17
1220,1017,0.92
1220,1018,1.01
1220,1024,0.66
1220,1029,2.17
1220,1032,1.33
1220,1039,1.77
1220,1055,0.5
1220,1064,2.7
1220,1072,0.1
1220,1081,1.16
1220,1097,0.57
1221,2,0.53
1221,46,0.41
1221,138,0.83
1221,140,1.11
1221,142,0.39
1221,151,0.21
1221,158,0.53
1221,162,1.57
1221,165,1.19
1221,168,1.3
1221,173,0.13
1221,177,0.69
1221,178,0.77
1221,180,2.61
1221,183,3.78
1221,184,2.04
1221,193,3.95
1221,194,0.54
1221,195,1.24
1221,203,1.74
1221,214,3.22
1221,219,5.55
1221,222,0.19
1221,226,0.9
1221,227,3.93
1221,239,2.09
1221,252,2.95
1221,261,0.35
1221,267,0.87
1221,281,0.62
1221,292,0.61
1221,297,1.52
1221,300,0.15
1221,311,1.87
1221,314,1.79
1221,317,4.57
1221,330,1.5
1221,358,13.36
1221,361,0.85
1221,362,0.22
1221,371,3.49
1221,713,0.72
1221,715,0.39
1221,716,1.16
1221,720,0.22
1221,723,0.17
1221,725,1.25
1221,726,0.59
1221,731,0.17
1221,732,0.48
1221,751,1.24
1221,756,1.49
1221,796,0.21
1221,1012,1.98
1221,1017,1.44
1221,1018,0.87
1221,1019,0.46
1221,1023,0.38
1221,1024,0.39
1221,1030,1.0
1221,1035,5.47
1221,1039,2.08
1221,1043,2.39
1221,1045,3.17
1221,1051,0.29
1221,1058,1.13
1221,1062,0.12
1221,1066,0.25
1221,1067,1.22
1221,1072,0.36
1221,1074,0.14
1221,1078,1.9
1221,1093,4.05
1221,1097,1.44
1221,1103,3.53
1221,1112,50.0
1222,2,0.53
1222,164,2.36
1222,180,2.58
1222,226,0.9
1222,311,1.87
1222,314,1.64
1222,725,0.25
1222,1018,0.52
1222,1019,0.46
1222,1051,0.3
1222,1097,0.32
1223,2,0.44
1223,5,0.38
1223,10,0.69
1223,151,0.2
1223,165,0.34
1223,297,0.73
1223,1103,0.57
1224,2,0.38
1224,13,1.88
1224,19,0.14
1224,20,0.17
1224,139,0.34
1224,149,1.85
1224,151,0.17
1224,167,0.88
1224,168,0.4
1224,175,0.43
1224,176,0.11
1224,183,1.66
1224,195,0.56
1224,219,0.92
1224,230,1.3
1224,239,0.28
1224,261,0.1
1224,266,0.9
1224,267,0.41
1224,292,0.87
1224,299,0.33
1224,300,1.63
1224,325,0.68
1224,330,0.23
1224,336,1.08
1224,361,1.1
1224,362,0.9
1224,371,1.22
1224,372,1.37
1224,720,0.14
1224,728,0.11
1224,732,0.77
1224,742,0.12
1224,743,0.1
1224,1019,0.12
1224,1039,0.66
1224,1055,0.46
1224,1062,0.2
1225,2,0.36
1225,171,0.8
1225,188,0.15
1225,192,0.13
1225,195,0.26
1225,266,0.12
1225,281,0.13
1225,283,0.16
1225,311,0.15
1225,370,0.89
1225,725,0.23
1225,756,0.58
1225,1043,0.37
1225,1045,0.74
1225,1064,1.03
1226,2,0.33
1226,165,0.55
1226,716,0.54
1226,731,0.27
1227,2,0.3
1227,10,0.48
1227,19,0.11
1227,162,0.28
1227,176,0.14
1227,194,0.13
1227,204,0.16
1227,212,100.0
1227,230,5.1
1227,259,0.18
1227,266,7.65
1227,272,0.28
1227,358,11.77
1227,367,0.31
1227,742,0.16
1227,1012,1.01
1227,1017,1.23
1227,1029,0.51
1227,1067,4.14
1227,1074,0.39
1227,1078,0.51
1228,2,0.27
1228,168,0.17
1228,173,0.15
1228,219,0.65
1228,266,0.78
1228,267,0.21
1228,287,0.25
1228,308,0.44
1228,361,0.93
1228,362,0.45
1228,725,0.16
1228,1046,0.29
1229,2,0.27
1229,4,0.34
1229,8,2.88
1229,13,3.52
1229,20,0.14
1229,139,0.11
1229,141,0.69
1229,142,0.42
1229,149,5.6
1229,151,2.4
1229,153,0.15
1229,167,0.47
1229,173,1.78
1229,175,0.52
1229,190,0.14
1229,207,0.25
1229,720,0.47
1229,743,0.13
1229,751,0.17
1229,756,0.22
1229,1013,0.13
1229,1018,0.57
1229,1030,0.47
1229,1032,0.48
1229,1055,0.22
1229,1058,0.37
1229,1081,5.68
1229,1103,2.12
1229,1113,0.87
1230,2,0.26
1230,4,0.61
1230,7,0.48
1230,10,0.43
1230,19,0.15
1230,20,0.49
1230,29,0.2
1230,140,0.29
1230,147,0.23
1230,155,0.3
1230,158,0.27
1230,173,0.23
1230,177,0.19
1230,182,0.15
1230,184,0.17
1230,188,0.21
1230,192,0.13
1230,202,0.15
1230,204,0.24
1230,226,0.47
1230,239,0.28
1230,330,0.22
1230,711,0.19
1230,713,0.23
1230,715,0.24
1230,718,0.28
1230,720,0.24
1230,722,0.24
1230,731,0.24
1230,732,0.24
1230,733,0.32
1230,736,0.22
1230,742,0.35
1230,743,0.3
1230,749,0.28
1230,751,0.43
1230,760,0.46
1230,771,0.62
1230,786,0.27
1230,796,0.23
1230,830,0.28
1230,1013,0.39
1230,1016,0.18
1230,1019,0.25
1230,1024,0.22
1230,1031,0.17
1230,1035,0.18
1230,1039,0.73
1230,1045,0.61
1230,1065,0.16
1230,1072,0.29
1230,1078,0.4
1230,1095,0.22
1230,1115,0.11
1231,2,0.19
1231,10,2.34
1231,19,0.74
1231,147,0.64
1231,167,1.01
1231,251,0.61
1231,256,1.54
1231,281,0.61
1231,297,0.42
1231,299,3.09
1231,361,0.41
1231,367,1.43
1231,735,1.57
1231,749,0.24
1231,797,1.51
1231,1016,0.28
1231,1039,1.01
1231,1043,0.23
1231,1045,0.84
1231,1066,0.5
1231,1074,0.46
1231,1106,0.74
1232,2,0.18
1232,4,0.21
1232,10,0.81
1232,20,0.52
1232,715,0.37
1232,716,0.37
1232,720,0.63
1232,725,0.26
1232,731,0.53
1232,732,0.36
1232,735,0.83
1232,742,0.79
1232,743,0.78
1232,751,1.06
1232,796,0.4
1232,830,1.3
1232,1013,1.15
1232,1032,0.31
1233,2,0.17
1233,152,0.27
1233,742,0.13
1234,2,0.15
1234,742,0.15
1234,1016,0.31
1234,1091,0.51
1234,1110,0.11
1235,2,0.5
1235,6,0.5
1235,7,0.5
1235,8,0.5
1235,10,0.5
1235,13,0.5
1235,15,0.5
1235,138,0.5
1235,140,0.5
1235,141,0.5
1235,142,0.5
1235,149,0.5
1235,155,0.5
1235,158,0.5
1235,162,0.5
1235,164,0.5
1235,165,0.5
1235,167,0.5
1235,168,0.5
1235,171,0.5
1235,173,0.5
1235,175,0.5
1235,177,0.5
1235,178,0.5
1235,180,0.5
1235,183,0.5
1235,188,0.5
1235,193,0.5
1235,195,0.5
1235,203,0.5
1235,204,0.5
1235,219,0.5
1235,226,0.5
1235,239,0.5
1235,252,0.5
1235,266,0.5
1235,297,0.5
1235,317,0.5
1235,330,0.5
1235,358,0.5
1235,367,0.5
1235,715,0.5
1235,716,0.5
1235,718,0.5
1235,720,0.5
1235,725,0.5
1235,729,0.5
1235,731,0.5
1235,735,0.5
1235,742,0.5
1235,749,0.5
1235,756,0.5
1235,830,0.5
1235,1012,0.5
1235,1017,0.5
1235,1018,0.5
1235,1019,0.5
1235,1022,0.5
1235,1024,0.5
1235,1029,0.5
1235,1030,0.5
1235,1032,0.5
1235,1036,0.5
1235,1039,0.5
1235,1045,0.5
1235,1055,0.5
1235,1058,0.5
1235,1064,0.5
1235,1066,0.5
1235,1067,0.5
1235,1074,0.5
1235,1078,0.5
1235,1081,0.5
1235,1091,0.5
1235,1093,0.5
1235,1097,0.5
1235,1102,0.5
1235,1103,0.5
1236,3,0.5
1236,11,0.5
1236,14,0.5
1236,17,0.5
1236,18,0.5
1236,21,0.5
1236,26,0.5
1236,31,0.5
1236,36,0.5
1236,39,0.5
1236,40,0.5
1236,41,0.5
1236,42,0.5
1236,43,0.5
1236,49,0.5
1236,50,0.5
1236,51,0.5
1236,54,0.5
1236,56,0.5
1236,58,0.5
1236,59,0.5
1236,60,0.5
1236,63,0.5
1236,65,0.5
1236,67,0.5
1236,68,0.5
1236,69,0.5
1236,70,0.5
1236,71,0.5
1236,72,0.5
1236,73,0.5
1236,74,0.5
1236,75,0.5
1236,76,0.5
1236,77,0.5
1236,78,0.5
1236,79,0.5
1236,80,0.5
1236,82,0.5
1236,83,0.5
1236,85,0.5
1236,86,0.5
1236,88,0.5
1236,89,0.5
1236,91,0.5
1236,94,0.5
1236,95,0.5
1236,98,0.5
1236,99,0.5
1236,101,0.5
1236,103,0.5
1236,105,0.5
1236,106,0.5
1236,107,0.5
1236,110,0.5
1236,111,0.5
1236,112,0.5
1236,114,0.5
1236,115,0.5
1236,116,0.5
1236,117,0.5
1236,119,0.5
1236,121,0.5
1236,125,0.5
1237,4,58.62
1237,57,0.5
1237,128,99.99
1238,4,2.38
1238,15,1.3
1238,138,0.7
1238,141,2.35
1238,142,0.44
1238,165,2.16
1238,167,0.27
1238,180,4.47
1238,184,4.04
1238,203,0.61
1238,219,0.14
1238,227,0.51
1238,239,0.82
1238,283,3.19
1238,289,0.41
1238,324,0.56
1238,325,0.61
1238,330,0.66
1238,362,0.89
1238,367,0.92
1238,370,1.39
1238,715,0.19
1238,716,0.56
1238,1045,0.5
1238,1064,1.25
1238,1067,1.87
1238,1081,2.57
1239,4,1.26
1239,10,0.81
1239,19,0.72
1239,20,0.32
1239,140,0.82
1239,141,1.39
1239,142,0.84
1239,149,0.81
1239,162,0.64
1239,173,0.27
1239,197,0.2
1239,256,0.19
1239,715,1.34
1239,716,0.9
1239,720,0.19
1239,723,0.3
1239,725,1.44
1239,728,0.14
1239,731,2.99
1239,732,0.57
1239,742,1.78
1239,743,0.15
1239,751,0.14
1239,796,0.8
1239,797,0.16
1239,1022,1.2
1239,1064,1.14
1240,4,0.85
1240,5,0.3
1240,138,0.79
1240,147,0.75
1240,149,1.72
1240,157,0.13
1240,164,1.65
1240,165,0.47
1240,168,1.46
1240,178,0.58
1240,203,0.99
1240,214,0.14
1240,226,3.47
1240,251,1.52
1240,267,0.68
1240,281,0.28
1240,297,1.94
1240,299,0.11
1240,358,0.9
1240,720,1.03
1240,735,0.9
1240,830,5.59
1240,1017,0.79
1240,1022,3.5
1240,1023,0.2
1240,1032,0.23
1240,1036,0.61
1240,1039,3.13
1240,1043,0.1
1240,1055,0.22
1240,1064,0.8
1240,1072,0.2
1240,1110,1.36
1241,4,0.33
1241,797,1.05
1241,1019,0.16
1242,4,0.14
1242,10,0.3
1242,13,2.51
1242,1074,0.16
1242,1091,0.46
1243,4,0.12
1243,7,0.27
1243,22,0.17
1243,138,0.97
1243,141,1.41
1243,142,0.23
1243,145,0.11
1243,147,2.83
1243,151,0.14
1243,153,0.32
1243,157,0.33
1243,162,0.51
1243,167,0.58
1243,171,0.7
1243,175,0.2
1243,176,0.14
1243,180,0.17
1243,188,0.18
1243,193,1.61
1243,195,0.6
1243,214,0.31
1243,251,0.21
1243,256,0.1
1243,259,0.25
1243,260,0.18
1243,261,0.16
1243,283,1.39
1243,297,2.89
1243,299,0.16
1243,314,0.22
1243,317,0.34
1243,713,0.23
1243,715,0.52
1243,720,1.02
1243,725,0.87
1243,728,0.11
1243,751,0.14
1243,797,0.15
1243,1012,0.83
1243,1013,0.74
1243,1018,1.81
1243,1030,1.07
1243,1036,0.13
1243,1039,0.58
1243,1078,0.49
1243,1097,0.98
1243,1102,0.33
1243,1110,0.23
1244,5,30.2
1245,5,24.62
1246,5,11.37
1247,5,1.52
1247,6,4.07
1247,7,7.9
1247,8,3.72
1247,15,0.86
1247,138,1.98
1247,139,0.97
1247,140,0.79
1247,141,0.93
1247,142,0.56
1247,149,0.4
1247,151,0.96
1247,158,0.32
1247,165,0.75
1247,166,0.24
1247,167,0.28
1247,175,0.79
1247,177,0.11
1247,180,0.2
1247,184,2.5
1247,188,0.33
1247,193,2.89
1247,195,5.41
1247,203,0.81
1247,204,4.94
1247,214,2.05
1247,219,5.5
1247,226,5.23
1247,227,0.96
1247,239,1.68
1247,252,5.4
1247,261,1.72
1247,267,1.07
1247,297,4.98
1247,324,0.88
1247,327,2.74
1247,328,1.06
1247,330,1.35
1247,332,1.42
1247,336,0.8
1247,340,1.01
1247,402,0.65
1247,715,0.32
1247,716,2.89
1247,732,0.36
1247,733,3.26
1247,743,0.8
1247,749,4.15
1247,751,0.96
1247,786,0.16
1247,1012,3.09
1247,1017,1.45
1247,1018,4.63
1247,1019,0.16
1247,1024,0.43
1247,1030,1.01
1247,1032,0.18
1247,1034,0.8
1247,1035,1.66
1247,1036,0.21
1247,1038,5.07
1247,1039,0.53
1247,1043,3.22
1247,1046,0.11
1247,1055,0.76
1247,1058,1.75
1247,1062,1.96
1247,1067,1.7
1247,1081,0.73
1247,1093,2.09
1247,1097,3.04
1247,1102,0.48
1247,1113,0.72
1248,5,0.9
1248,19,1.24
1248,138,0.72
1248,140,1.06
1248,141,1.41
1248,153,1.91
1248,154,0.69
1248,155,0.48
1248,157,0.16
1248,158,0.34
1248,164,4.75
1248,171,3.89
1248,173,2.14
1248,177,1.5
1248,178,2.63
1248,195,7.24
1248,202,2.58
1248,214,1.25
1248,222,0.26
1248,267,0.4
1248,269,1.88
1248,731,0.33
1248,740,1.19
1248,749,1.05
1248,756,1.25
1248,1012,1.34
1248,1013,0.83
1248,1016,0.37
1248,1018,0.68
1248,1023,0.57
1248,1032,2.4
1248,1036,1.74
1248,1039,0.47
1248,1072,4.41
1248,1084,1.08
1248,1097,0.31
1248,1115,0.33
1249,5,0.82
1249,7,0.95
1250,5,0.63
1250,178,0.26
1250,182,0.2
1250,184,0.2
1250,713,0.15
1250,725,0.25
1250,749,0.78
1250,1034,0.29
1250,1039,0.71
1251,5,0.4
1251,7,5.27
1251,8,1.54
1251,10,0.59
1251,15,1.82
1251,139,2.07
1251,140,0.49
1251,141,0.41
1251,142,0.14
1251,149,0.95
1251,151,0.41
1251,153,0.34
1251,155,1.81
1251,165,1.05
1251,167,0.34
1251,168,0.39
1251,171,1.24
1251,173,2.5
1251,178,0.96
1251,180,0.17
1251,182,0.14
1251,183,1.26
1251,184,3.02
1251,188,0.18
1251,193,1.31
1251,195,0.58
1251,203,3.14
1251,207,0.69
1251,226,1.91
1251,239,1.47
1251,252,0.75
1251,259,0.19
1251,260,0.21
1251,261,0.86
1251,266,0.67
1251,281,1.33
1251,297,1.14
1251,308,0.66
1251,311,0.39
1251,314,0.14
1251,325,0.31
1251,330,1.04
1251,332,1.85
1251,358,0.46
1251,367,1.83
1251,370,1.78
1251,371,0.57
1251,716,0.48
1251,731,0.31
1251,732,0.13
1251,742,0.21
1251,1017,0.73
1251,1022,0.54
1251,1029,0.75
1251,1055,0.38
1251,1058,0.44
1251,1062,0.21
1251,1064,0.77
1251,1067,3.62
1251,1091,0.54
1251,1093,0.66
1251,1097,0.41
1251,1103,0.54
1252,5,0.37
1252,6,0.25
1252,10,0.21
1252,133,0.36
1252,141,0.48
1252,147,0.11
1252,149,0.44
1252,173,0.16
1252,184,0.15
1252,204,0.2
1252,214,0.2
1252,226,0.32
1252,227,0.62
1252,232,4.81
1252,259,0.17
1252,267,0.28
1252,281,0.42
1252,289,0.13
1252,292,6.01
1252,300,0.82
1252,317,0.34
1252,324,5.21
1252,334,16.94
1252,340,2.65
1252,358,8.48
1252,372,8.97
1252,711,0.19
1252,713,0.16
1252,715,0.42
1252,716,0.27
1252,718,0.31
1252,720,0.22
1252,721,0.53
1252,722,0.21
1252,725,0.2
1252,728,0.51
1252,731,0.29
1252,732,0.39
1252,733,0.22
1252,736,0.14
1252,742,0.35
1252,743,0.67
1252,746,0.45
1252,749,0.99
1252,756,0.12
1252,761,0.13
1252,762,0.1
1252,786,0.14
1252,793,1.22
1252,808,1.07
1252,810,0.53
1252,1032,0.16
1252,1043,0.21
1252,1045,2.98
1252,1081,0.75
1252,1097,0.36
1253,5,0.29
1253,138,0.74
1253,141,0.58
1253,149,0.88
1253,164,6.46
1253,175,2.12
1253,178,0.66
1253,182,0.17
1253,189,0.94
1253,192,0.12
1253,203,3.64
1253,219,0.75
1253,226,5.7
1253,239,2.37
1253,260,0.84
1253,261,0.78
1253,267,0.38
1253,297,4.56
1253,308,0.6
1253,317,5.08
1253,325,0.49
1253,330,1.88
1253,332,1.22
1253,370,0.55
1253,386,0.13
1253,399,3.58
1253,713,0.11
1253,749,0.3
1253,772,0.28
1253,1012,3.39
1253,1029,0.74
1253,1030,1.57
1253,1045,3.69
1253,1063,1.35
1253,1066,0.28
1253,1071,2.48
1253,1078,1.27
1253,1081,0.76
1253,1093,1.1
1253,1102,14.05
1254,5,0.11
1254,6,4.53
1254,7,0.4
1254,15,3.78
1254,64,0.25
1254,140,0.36
1254,141,1.41
1254,142,0.5
1254,147,0.11
1254,151,0.95
1254,155,0.64
1254,158,0.27
1254,162,2.48
1254,165,3.92
1254,173,0.61
1254,177,0.43
1254,178,0.23
1254,180,0.49
1254,192,0.21
1254,195,0.67
1254,203,0.88
1254,219,0.49
1254,226,0.84
1254,239,1.0
1254,264,0.23
1254,297,4.53
1254,317,1.07
1254,330,0.8
1254,358,57.16
1254,399,0.26
1254,716,0.78
1254,725,0.36
1254,751,0.1
1254,1017,2.0
1254,1018,1.48
1254,1024,0.78
1254,1029,1.15
1254,1030,3.8
1254,1032,0.33
1254,1044,0.48
1254,1064,1.19
1254,1067,4.12
1254,1093,2.46
1254,1097,0.69
1254,1103,3.64
1255,6,26.58
1255,10,3.1
1255,20,21.5
1255,155,0.27
1255,1074,0.13
1255,1103,0.51
1256,6,19.13
1256,19,0.19
1256,20,0.17
1256,158,0.23
1257,6,13.27
1257,13,9.01
1257,15,1.13
1257,138,3.21
1257,139,0.13
1257,140,1.72
1257,141,0.48
1257,153,1.0
1257,155,3.18
1257,164,6.26
1257,167,4.51
1257,168,0.65
1257,176,0.18
1257,178,0.32
1257,181,0.41
1257,182,0.27
1257,188,1.31
1257,193,5.04
1257,203,0.77
1257,204,3.01
1257,214,3.57
1257,217,4.0
1257,227,0.76
1257,239,3.44
1257,241,2.62
1257,261,2.69
1257,269,0.27
